headword,word,tag,line_number,filename,context,text_type,reason
connen,kan,v%pr_pl,The Clerk's Tale 133,data/riverside_cats/ClT_riv.cat,Honour to God and yow as we kan deeme,RIVERSIDE,Present plural must end in -en or -e
forbeden,forbede,v%pr_3,The Clerk's Tale 136,data/riverside_cats/ClT_riv.cat,For if it so bifelle as God forbede,RIVERSIDE,Present 3rd sg must end in -th
preien,pray,v%pr_pl,The Clerk's Tale 140,data/riverside_cats/ClT_riv.cat,Wherfore we pray you hastily to wyve,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%inf,The Clerk's Tale 142,data/riverside_cats/ClT_riv.cat,Made the markys herte han pitee,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Clerk's Tale 209,data/riverside_cats/ClT_riv.cat,A doghter hadde he fair ynogh to sighte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
slepen,slepte,v%pt_3,The Clerk's Tale 224,data/riverside_cats/ClT_riv.cat,She wolde noght been ydel til she slepte,RIVERSIDE,Strong pt sg must not end in -en or -e
don,doon,v%inf,The Clerk's Tale 231,data/riverside_cats/ClT_riv.cat,That child may doon to fadres reverence,RIVERSIDE,Infinitive must end in -en or -e
haven,have,v%pr_3,The Clerk's Tale 242,data/riverside_cats/ClT_riv.cat,For thogh the peple have no greet insight,RIVERSIDE,Present 3rd sg must end in -th
wondren,wondred,v%pt_pl,The Clerk's Tale 248,data/riverside_cats/ClT_riv.cat,For which merveille wondred many a man,RIVERSIDE,Past plural must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 273,data/riverside_cats/ClT_riv.cat,In this array the righte wey han holde,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Clerk's Tale 278,data/riverside_cats/ClT_riv.cat,For wel she hadde herd seyd that thilke day,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Clerk's Tale 280,data/riverside_cats/ClT_riv.cat,She wolde fayn han seyn som of that sighte,RIVERSIDE,Infinitive must end in -en or -e
holden,holde,v%pr_3,The Clerk's Tale 287,data/riverside_cats/ClT_riv.cat,If she this wey unto the castel holde,RIVERSIDE,Present 3rd sg must end in -th
seien,seyn,v%inf,The Clerk's Tale 311,data/riverside_cats/ClT_riv.cat,And al that liketh me I dar wel seyn,RIVERSIDE,Infinitive must end in -en or -e
ben,arn,v%pr_pl,The Clerk's Tale 342,data/riverside_cats/ClT_riv.cat,Thise arn the wordes that the markys sayde,RIVERSIDE,Present plural must end in -en or -e
don,do,v%inf,The Clerk's Tale 353,data/riverside_cats/ClT_riv.cat,As me best thynketh do yow laughe or smerte,RIVERSIDE,Infinitive must end in -en or -e
seien,sey,v%inf,The Clerk's Tale 355,data/riverside_cats/ClT_riv.cat,And eek whan I sey ye ne sey nat nay,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 379,data/riverside_cats/ClT_riv.cat,Hir heris han they kembd that lay untressed,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 381,data/riverside_cats/ClT_riv.cat,A corone on hire heed they han ydressed,RIVERSIDE,Present plural must end in -en or -e
letten,lette,v%pt_3,The Clerk's Tale 389,data/riverside_cats/ClT_riv.cat,And to his paleys er he lenger lette,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
trouen,trowed,v%pt_pl,The Clerk's Tale 403,data/riverside_cats/ClT_riv.cat,Unnethe trowed they but dorste han swore,RIVERSIDE,Past plural must end in -en or -e
durren,han,v%pt_pl,The Clerk's Tale 403,data/riverside_cats/ClT_riv.cat,Unnethe trowed they but dorste han swore,RIVERSIDE,Past plural must end in -en or -e
haven,hadde,v%pt_3,The Clerk's Tale 438,data/riverside_cats/ClT_riv.cat,So wise and rype wordes hadde she,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
souken,souked,v%ppl,The Clerk's Tale 450,data/riverside_cats/ClT_riv.cat,Whan that this child had souked but a throwe,RIVERSIDE,Strong participle must end in -en or -e
sitten,sit,v%pr_3,The Clerk's Tale 460,data/riverside_cats/ClT_riv.cat,But as for me I seye that yvele it sit,RIVERSIDE,Present 3rd sg must end in -th
moten,moot,v%pr_pl,The Clerk's Tale 474,data/riverside_cats/ClT_riv.cat,For any wele ye moot youreselven knowe,RIVERSIDE,Present plural must end in -en or -e
witen,woot,v%pr_pl,The Clerk's Tale 477,data/riverside_cats/ClT_riv.cat,Ye woot youreself wel how that ye cam heere,RIVERSIDE,Present plural must end in -en or -e
comen,cam,v%pt_pl,The Clerk's Tale 477,data/riverside_cats/ClT_riv.cat,Ye woot youreself wel how that ye cam heere,RIVERSIDE,Past plural must end in -en or -e
seien,seyn,v%pr_pl,The Clerk's Tale 481,data/riverside_cats/ClT_riv.cat,They seyn to hem it is greet shame and wo,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 485,data/riverside_cats/ClT_riv.cat,Thise wordes han they spoken doutelees,RIVERSIDE,Present plural must end in -en or -e
don,doon,v%inf,The Clerk's Tale 489,data/riverside_cats/ClT_riv.cat,I moot doon with thy doghter for the beste,RIVERSIDE,Infinitive must end in -en or -e
don,doon,v%inf,The Clerk's Tale 493,data/riverside_cats/ClT_riv.cat,I wol nat doon but this wol I quod he,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Clerk's Tale 520,data/riverside_cats/ClT_riv.cat,The which that feithful ofte he founden hadde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
dreden,dradde,v%pt_3,The Clerk's Tale 523,data/riverside_cats/ClT_riv.cat,The lord knew wel that he hym loved and dradde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Clerk's Tale 536,data/riverside_cats/ClT_riv.cat,As though he wolde han slayn it er he wente,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Clerk's Tale 544,data/riverside_cats/ClT_riv.cat,She wende he wolde han slawen it right tho,RIVERSIDE,Infinitive must end in -en or -e
dien,deyde,v%pt_3,The Clerk's Tale 550,data/riverside_cats/ClT_riv.cat,That she moste kisse hire child er that it deyde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Clerk's Tale 563,data/riverside_cats/ClT_riv.cat,Wel myghte a mooder thanne han cryd allas,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 624,data/riverside_cats/ClT_riv.cat,Wyf quod this markys ye han herd er this,RIVERSIDE,Present plural must end in -en or -e
seien,sey,v%pr_pl,The Clerk's Tale 631,data/riverside_cats/ClT_riv.cat,Now sey they thus Whan Walter is agon,RIVERSIDE,Present plural must end in -en or -e
slen,slayn,v%ppl,The Clerk's Tale 648,data/riverside_cats/ClT_riv.cat,Though that my doughter and my sone be slayn,RIVERSIDE,Strong participle must end in -en or -e
seien,sayn,v%inf,The Clerk's Tale 649,data/riverside_cats/ClT_riv.cat,At youre comandement this is to sayn,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_1,The Clerk's Tale 659,data/riverside_cats/ClT_riv.cat,And certes if I hadde prescience,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
don,doon,v%inf,The Clerk's Tale 661,data/riverside_cats/ClT_riv.cat,I wolde it doon withouten necligence,RIVERSIDE,Infinitive must end in -en or -e
don,do,v%inf,The Clerk's Tale 664,data/riverside_cats/ClT_riv.cat,For wiste I that my deeth wolde do yow ese,RIVERSIDE,Infinitive must end in -en or -e
bringen,broghte,v%pt_3,The Clerk's Tale 686,data/riverside_cats/ClT_riv.cat,But to Boloigne he tendrely it broghte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Clerk's Tale 689,data/riverside_cats/ClT_riv.cat,Ne hadde soothly knowen therbifoore,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Clerk's Tale 693,data/riverside_cats/ClT_riv.cat,That she hadde suffred this with sad visage,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
connen,kan,v%pr_pl,The Clerk's Tale 703,data/riverside_cats/ClT_riv.cat,They kan nat stynte of hire entencion,RIVERSIDE,Present plural must end in -en or -e
spreden,spradde,v%pt_3,The Clerk's Tale 722,data/riverside_cats/ClT_riv.cat,The sclaundre of Walter ofte and wyde spradde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Clerk's Tale 724,data/riverside_cats/ClT_riv.cat,For he a povre womman wedded hadde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Clerk's Tale 730,data/riverside_cats/ClT_riv.cat,Hadde loved hym wel the sclaundre of his diffame,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Clerk's Tale 749,data/riverside_cats/ClT_riv.cat,The which they han publiced atte fulle,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Clerk's Tale 764,data/riverside_cats/ClT_riv.cat,To the Erl of Panyk which that hadde tho,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_1,The Clerk's Tale 792,data/riverside_cats/ClT_riv.cat,Certes Grisilde I hadde ynogh plesance,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Clerk's Tale 793,data/riverside_cats/ClT_riv.cat,To han yow to my wyf for youre goodnesse,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Clerk's Tale 810,data/riverside_cats/ClT_riv.cat,No man may alwey han prosperitee,RIVERSIDE,Infinitive must end in -en or -e
gladen,glaade,v%pr_3,The Clerk's Tale 822,data/riverside_cats/ClT_riv.cat,And also wysly he my soule glaade,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Clerk's Tale 828,data/riverside_cats/ClT_riv.cat,Han holden me in honour and nobleye,RIVERSIDE,Present plural must end in -en or -e
graunten,graunte,v%pr_3,The Clerk's Tale 842,data/riverside_cats/ClT_riv.cat,So graunte yow wele and prosperitee,RIVERSIDE,Present 3rd sg must end in -th
semen,semed,v%pt_pl,The Clerk's Tale 853,data/riverside_cats/ClT_riv.cat,Ye semed by youre speche and youre visage,RIVERSIDE,Past plural must end in -en or -e
witen,woot,v%pr_pl,The Clerk's Tale 862,data/riverside_cats/ClT_riv.cat,My lord ye woot that in my fadres place,RIVERSIDE,Present plural must end in -en or -e
seien,sayn,v%inf,The Clerk's Tale 870,data/riverside_cats/ClT_riv.cat,Inwith youre chambre dar I saufly sayn,RIVERSIDE,Infinitive must end in -en or -e
don,doon,v%inf,The Clerk's Tale 876,data/riverside_cats/ClT_riv.cat,Ye koude nat doon so dishonest a thyng,RIVERSIDE,Infinitive must end in -en or -e
folwen,folwe,v%pr_3,The Clerk's Tale 897,data/riverside_cats/ClT_riv.cat,The folk hire folwe wepynge in hir weye,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Clerk's Tale 924,data/riverside_cats/ClT_riv.cat,Ne hadde she as by hire contenaunce,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
don,doon,v%inf,The Clerk's Tale 968,data/riverside_cats/ClT_riv.cat,To doon youre lust but I desire also,RIVERSIDE,Infinitive must end in -en or -e
bringen,broghte,v%pt_3,The Clerk's Tale 982,data/riverside_cats/ClT_riv.cat,That with hym broghte thise noble children tweye,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Clerk's Tale 1039,data/riverside_cats/ClT_riv.cat,This tendre mayden as ye han doon mo,RIVERSIDE,Present plural must end in -en or -e
dien,deyde,v%pt_3,The Clerk's Tale 1062,data/riverside_cats/ClT_riv.cat,Grisilde quod he by God that for us deyde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Clerk's Tale 1072,data/riverside_cats/ClT_riv.cat,And folk that ootherweys han seyd of me,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 1089,data/riverside_cats/ClT_riv.cat,That ye han saved me my children deere,RIVERSIDE,Present plural must end in -en or -e
passen,pace,v%pr_3,The Clerk's Tale 1092,data/riverside_cats/ClT_riv.cat,No fors of deeth ne whan my spirit pace,RIVERSIDE,Present 3rd sg must end in -th
sen,say,v%pt_pl,The Clerk's Tale 1114,data/riverside_cats/ClT_riv.cat,Thise ladyes whan that they hir tyme say,RIVERSIDE,Past plural must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 1115,data/riverside_cats/ClT_riv.cat,Han taken hire and into chambre gon,RIVERSIDE,Present plural must end in -en or -e
bringen,broghte,v%pt_3,The Clerk's Tale 1119,data/riverside_cats/ClT_riv.cat,Upon hire heed they into halle hire broghte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
senden,sent,v%pr_3,The Clerk's Tale 1151,data/riverside_cats/ClT_riv.cat,Receyven al in gree that God us sent,RIVERSIDE,Present 3rd sg must end in -th
preven,preeve,v%pr_3,The Clerk's Tale 1152,data/riverside_cats/ClT_riv.cat,For greet skile is he preeve that he wroghte,RIVERSIDE,Present 3rd sg must end in -th
maintenen,mayntene,v%pr_3,The Clerk's Tale 1171,data/riverside_cats/ClT_riv.cat,Whos lyf and al hire secte God mayntene,RIVERSIDE,Present 3rd sg must end in -th
seien,seyn,v%inf,The Clerk's Tale 1174,data/riverside_cats/ClT_riv.cat,Seyn yow a song to glade yow I wene,RIVERSIDE,Infinitive must end in -en or -e
divinen,devyne,v%pr_3,House of Fame 14,data/riverside_cats/HF_riv.cat,Devyne he for I certeinly,RIVERSIDE,Present 3rd sg must end in -th
seien,sayn,v%pr_pl,House of Fame 23,data/riverside_cats/HF_riv.cat,Or ellys thus as other sayn,RIVERSIDE,Present plural must end in -en or -e
senden,sende,v%pr_3,House of Fame 90,data/riverside_cats/HF_riv.cat,And sende hem al that may hem plese,RIVERSIDE,Present 3rd sg must end in -th
dremen,dreme,v%pr_3,House of Fame 98,data/riverside_cats/HF_riv.cat,That dreme he barefot dreme he shod,RIVERSIDE,Present 3rd sg must end in -th
dremen,dreme,v%pr_3,House of Fame 98,data/riverside_cats/HF_riv.cat,That dreme he barefot dreme he shod,RIVERSIDE,Present 3rd sg must end in -th
dien,dyde,v%pt_3,House of Fame 106,data/riverside_cats/HF_riv.cat,That high upon a gebet dyde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
slepen,slepte,v%pt_3,House of Fame 119,data/riverside_cats/HF_riv.cat,But as I slepte me mette I was,RIVERSIDE,Strong pt sg must not end in -en or -e
slen,yslayn,v%ppl,House of Fame 159,data/riverside_cats/HF_riv.cat,And wonne and kyng Priam yslayn,RIVERSIDE,Strong participle must end in -en or -e
don,doo,v%inf,House of Fame 243,data/riverside_cats/HF_riv.cat,Becam hys love and let him doo,RIVERSIDE,Infinitive must end in -en or -e
don,do,v%inf,House of Fame 261,data/riverside_cats/HF_riv.cat,That any woman myghte do,RIVERSIDE,Infinitive must end in -en or -e
haven,have,v%pr_3,House of Fame 282,data/riverside_cats/HF_riv.cat,Tyl he have caught that what him leste,RIVERSIDE,Present 3rd sg must end in -th
don,doo,v%inf,House of Fame 320,data/riverside_cats/HF_riv.cat,O Eneas what wol ye doo,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,House of Fame 328,data/riverside_cats/HF_riv.cat,As ferforth as I hadde wyt,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,House of Fame 332,data/riverside_cats/HF_riv.cat,Allas that ever hadde routhe,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
dien,deyde,v%pt_3,House of Fame 374,data/riverside_cats/HF_riv.cat,And deyde thorgh the wounde smerte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
dien,deyde,v%pt_3,House of Fame 375,data/riverside_cats/HF_riv.cat,And al the maner how she deyde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
dien,dyde,v%pt_3,House of Fame 380,data/riverside_cats/HF_riv.cat,What that she wrot or that she dyde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
tellen,tellis,v%pr_3,House of Fame 426,data/riverside_cats/HF_riv.cat,In certeyn as the book us tellis,RIVERSIDE,Present 3rd sg must end in -th
seien,seyn,v%inf,House of Fame 563,data/riverside_cats/HF_riv.cat,And with that vois soth for to seyn,RIVERSIDE,Infinitive must end in -en or -e
helpen,helpe,v%pr_3,House of Fame 576,data/riverside_cats/HF_riv.cat,For also wis God helpe me,RIVERSIDE,Present 3rd sg must end in -th
haven,hast,v%pr_3,House of Fame 620,data/riverside_cats/HF_riv.cat,And neverthelesse hast set thy wit,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,House of Fame 664,data/riverside_cats/HF_riv.cat,To do the som disport and game,RIVERSIDE,Infinitive must end in -en or -e
helpen,helpe,v%pr_3,House of Fame 700,data/riverside_cats/HF_riv.cat,Quod he Noo helpe me God so wys,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,House of Fame 958,data/riverside_cats/HF_riv.cat,To lete a fool han governaunce,RIVERSIDE,Infinitive must end in -en or -e
ben,arn,v%pr_pl,House of Fame 1008,data/riverside_cats/HF_riv.cat,How alle these arn set in hevene,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,House of Fame 1054,data/riverside_cats/HF_riv.cat,Now quod I while we han space,RIVERSIDE,Present plural must end in -en or -e
reden,rede,v%pr_3,House of Fame 1067,data/riverside_cats/HF_riv.cat,And also wis God rede me,RIVERSIDE,Present 3rd sg must end in -th
senden,sende,v%pr_3,House of Fame 1087,data/riverside_cats/HF_riv.cat,And God of heven sende the grace,RIVERSIDE,Present 3rd sg must end in -th
stonden,stant,v%pr_3,House of Fame 1117,data/riverside_cats/HF_riv.cat,Hier stant ther non in Spayne,RIVERSIDE,Present 3rd sg must end in -th
seien,seyn,v%pr_pl,House of Fame 1147,data/riverside_cats/HF_riv.cat,But men seyn What may ever laste,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,House of Fame 1168,data/riverside_cats/HF_riv.cat,Ne han the kunnynge to descrive,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,House of Fame 1225,data/riverside_cats/HF_riv.cat,As han thise lytel herdegromes,RIVERSIDE,Present plural must end in -en or -e
usen,used,v%pt_pl,House of Fame 1247,data/riverside_cats/HF_riv.cat,And alle that used clarion,RIVERSIDE,Past plural must end in -en or -e
haven,han,v%inf,House of Fame 1276,data/riverside_cats/HF_riv.cat,That by such art don men han fame,RIVERSIDE,Infinitive must end in -en or -e
finden,fond,v%ppl,House of Fame 1286,data/riverside_cats/HF_riv.cat,And fond me lous and nought yholde,RIVERSIDE,Strong participle must end in -en or -e
haven,han,v%pr_pl,House of Fame 1338,data/riverside_cats/HF_riv.cat,Of famous folk that han ybeen,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,House of Fame 1381,data/riverside_cats/HF_riv.cat,For as feele eyen hadde she,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,House of Fame 1412,data/riverside_cats/HF_riv.cat,Of thoo that hadde large fame,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,House of Fame 1556,data/riverside_cats/HF_riv.cat,And let our werkes han that name,RIVERSIDE,Infinitive must end in -en or -e
don,do,v%inf,House of Fame 1582,data/riverside_cats/HF_riv.cat,Hem that me liste and do hem shame,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,House of Fame 1610,data/riverside_cats/HF_riv.cat,And lat oure werkes han that name,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,House of Fame 1630,data/riverside_cats/HF_riv.cat,Of that they han don wel or fayre,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,House of Fame 1632,data/riverside_cats/HF_riv.cat,Han these sory creatures,RIVERSIDE,Present plural must end in -en or -e
