OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,V1_SCANSION,V2_SCANSION,GREEN_SYLLABLES,V1_SYLLABLES,V2_SYLLABLES,V1_MATCHES_GREEN,V2_MATCHES_GREEN
For greet power and moral vertu here,For greet power and moral vertu here,u S uS u Su Su Sx,u S uS u Su Su Sx,u S uS u Su Su Sx,10,10,10,1,1
Is selde yseye in o persone yfere.”,Is selde yseye in o persone yfere,u Sx uS u S uS uS,u Su Su S u Sux Sxx,u Su Su S u Sux Sux,10,10,11,0,0
"“In good feith, that is sooth,” quod Pandarus;",In good feith that is sooth quod Pandarus,u S u S u S u SuS,u S u S u S u SuS,u S u S u S u SuS,10,10,10,1,1
"But, by my trouthe, the king hath sones tweie",But by my trouthe the king hath sones tweie,u S u Sx u S u Su S,u S u Sx u S u Su S,u S u Sx u S u Su S,10,10,10,1,1
"That is to mene, Ector and Troilus",That is to mene Ector and Troilus,u S u Sx uS u SuS,u S u Sx uS u SuS,u S u Sx uS u SuS,10,10,10,1,1
"That certainly, though that I sholde deie",That certainly though that I sholde deie,u SuS u S u Su S,u SuS u S u Su S,u SuS u S u Su S,10,10,10,1,1
"They been as voide of vices, dar I seye",They been as voide of vices dar I seye,u S u Sx u Su S u S,u S u Sx u Su S u S,u S u Sx u Su S u S,10,10,10,1,1
As any men that liveth under the sonne,As any men that liveth under the sonne,u Su S u Sx uS u Sx,u Su S u Su Sx u Sx,u Su S u Su Su S ux,10,10,11,0,0
"Hir might is wide yknowe, and what they conne.",Hir might is wide yknowe and what they conne,u S u Sx uSx u S u Sx,u S u Sx uSx u S u Sx,u S u Sx uSx u S u Sx,10,10,10,1,1
Of Ector nedeth it nought for to telle;,Of Ector nedeth it nought for to telle,u Su Su S u S u Sx,u Su Su S u S u Sx,u Su Su S u S u Sx,10,10,10,1,1
In al this world ther nis a bettre knight,In al this world ther nis a bettre knight,u S u S u S u Su S,u S u S u S u Su S,u S u S u S u Su S,10,10,10,1,1
"Than he, that is of worthinesse welle;",Than he that is of worthinesse welle,u S u S u SuSu Sx,u S u S u SuSu Sx,u S u S u SuSu Sx,10,10,10,1,1
And he wel more vertu hath than might.,And he wel more vertu hath than might,u S u Su Su S u S,u S u Su Su S u S,u S u Su Su S u S,10,10,10,1,1
This knoweth many a wis and worthy wight.,This knoweth many a wis and worthy wight,u Su Sx u S u Su S,u Su Sx u S u Su S,u Su Su S u S uS u,10,10,11,1,0
The same pris of Troilus I seye,The same pris of Troilus I seye,u Su S u SuS u S,u Su S u SuS u S,u Su S u SuS u S,10,10,10,1,1
"God help me so, I knowe not swiche tweie.”",God help me so I knowe not swiche tweie,u S u S u Sx u Su S,u S u S u Sx u Su S,u S u S u Sx u Su S,10,10,10,1,1
"“By God,” quod she, “of Ector that is sooth;",By God quod she of Ector that is sooth,u S u S u Su S u S,u S u S u Su S u S,u S u S u Su S u S,10,10,10,1,1
Of Troilus the same thing trowe I;,Of Troilus the same thing trowe I,u SuS u Su S u S,u SuS u Sx u Su S,u SuS u Sx u Su S,10,10,10,0,0
"For dredelees, men tellen that he dooth",For dredelees men tellen that he dooth,u SuS u Su S u S,u SuS u Su S u S,u SuS u Su S u S,10,10,10,1,1
In armes day by day so worthily,In armes day by day so worthily,u Su S u S u SuS,u Su S u S u SuS,u Su S u S u SuS,10,10,10,1,1
And bereth him her at hoom so gentilly,And bereth him her at hoom so gentilly,u Sx u S u S u SuS,u Sx u S u S u SuS,u Su S u S u S uSu,10,10,11,1,0
"To every wight, that al the pris hath he",To every wight that al the pris hath he,u Sxu S u S u S u S,u Sxu S u S u S u S,u Su S u S u S u S,10,10,10,1,1
Of hem that me were levest preised be.”,Of hem that me were levest preised be,u S u x Su Su Su S,u S u x Su Su Su S,u S u S ux Su Su S,10,10,10,1,0
"“Ye sey right sooth, ywis,” quod Pandarus;",Ye sey right sooth ywis quod Pandarus,u S u S uS u SuS,u S u S uS u SuS,u S u S uS u SuS,10,10,10,1,1
"“For yesterday, whoso had with him been",For yesterday whoso had with him been,u SuS uS u S u S,u SuSu Sx u S u S,u SuS uS u S u S,10,10,10,0,1
He might han wondred upon Troilus;,He might han wondred upon Troilus,u S u Su uS SuS,u S u Su Su SuS,u S u Su Su SuS,10,10,10,0,0
For never yet so thikke a swarm of been,For never yet so thikke a swarm of been,u Su S u Sx u S u S,u Su S u Sx u S u S,u Su S u Sx u S u S,10,10,10,1,1
"Ne fleigh, as Grekes for him gonne fleen;",Ne fleigh as Grekes for him gonne fleen,u S u Su S u Su S,u S u Su S u Su S,u S u Su S u Su S,10,10,10,1,1
"And thorugh the feld, in every wightes ere",And thorugh the feld in every wightes ere,u Su S u S uS Su S,u Su S u S uSu Sx xx,u Su S u S uS uS ux,11,10,11,0,0
Ther nas no cry but ‘Troilus is there!’,Ther nas no cry but Troilus is there,u S u S u SuS u Sx,u S u S u SuS u Sx,u S u S u SuS u Sx,10,10,10,1,1
"“Now here, now ther, he hunted hem so faste",Now here now ther he hunted hem so faste,u Sx u S u Su S u Sx,u Sx u S u Su S u Sx,u Sx u S u Su S u Sx,10,10,10,1,1
Ther nas but Grekes blood; and Troilus,Ther nas but Grekes blood and Troilus,u S u Su S u SuS,u S u Su S u SuS,u S u Su S u SuS,10,10,10,1,1
"Now hem he hurte, and hem al doun he caste;",Now hem he hurte and hem al doun he caste,u S u Sx u S u S u Sx,u S u Sx u S u S u Sx,u S u Sx u S u S u Sx,10,10,10,1,1
Ay where he wente it was arayed thus:,Ay where he wente it was arayed thus,u Sx u Sx u S uSu S,u Sx u Sx u S uSu S,u Sx u Sx u S uSu S,10,10,10,1,1
"He was hir deeth, and sheld and lif for us;",He was hir deeth and sheld and lif for us,u S u S u S u S u S,u S u S u S u S u S,u S u S u S u S u S,10,10,10,1,1
That as that day ther dorste noon withstonde,That as that day ther dorste noon withstonde,u S u S u Su S uSx,u S u S u Su S uSx,u S u S u Su S uSx,10,10,10,1,1
Whil that he held his blody swerd in honde.,Whil that he held his blody swerd in honde,u S u S u Su S u Sx,u S u S u Su S u Sx,u S u S u Su S u Sx,10,10,10,1,1
Therto he is the freendlieste man,Therto he is the freendlieste man,uS u S u SuSu S,uS u S u SuSu S,uS u S u SuSu S,10,10,10,1,1
"Of grete estat, that ever I saw my live;",Of grete estat that ever I saw my live,u Sx uS u S u S u Sx,u Sx uS u S u S u Sx,u Sx uS u Su S u S ux,10,10,11,1,0
"And wher him list, best felawshipe can",And wher him list best felawshipe can,u S u S u SuSu S,u S u S u SuSu S,u S u S u SuSu S,10,10,10,1,1
To suche as him thinketh able for to thrive.”,To suche as him thinketh able for to thrive,u S u S ux Su S u Sx,u Sx u S uS ux S u Sx,u Sx u S uS ux S u Sx,10,10,10,0,0
"And with that word tho Pandarus, as blive",And with that word tho Pandarus as blive,u S u S u SuS u Sx,u S u S u SuS u Sx,u S u S u SuS u Sx,10,10,10,1,1
"He took his leve, and seide, “I wol go henne”:",He took his leve and seide I wol go henne,u S u Sx u Sx u S u Sx,u S u Sx u Sx u S u Sx,u S u Sx u Sx u S u Sx,10,10,10,1,1
"“Nay, blame have I, min uncle,” quod she thenne.",Nay blame have I min uncle quod she thenne,u Sx ux S u Su S u Sx,u Sx ux S u Su S u Sx,u Sx ux S u Su S u Sx,10,10,10,1,1
“What eileth yow to be thus wery sone,What eileth yow to be thus wery sone,u Su S u S u Su Sx,u Su S u S u Su Sx,u Su S u S u Su Sx,10,10,10,1,1
And namelich of wommen? wol ye so?,And namelich of wommen wol ye so,u SuS u Su S u S,u SuS u Su S u S,u SuS u Su S u S,10,10,10,1,1
"Nay, sitteth down; by God, I have to done",Nay sitteth down by God I have to done,u Su S u S u Sx u Sx,u Su S u S u Sx u Sx,u Su S u S u Sx u Sx,10,10,10,1,1
"With yow, to speke of wisdom er ye go.”",With yow to speke of wisdom er ye go,u S u Sx u Su S u S,u S u Sx u Su S u S,u S u Sx u Su S u S,10,10,10,1,1
And every wight that was aboute hem tho,And every wight that was aboute hem tho,u Sxu S u S uSx u S,u Sxu S u S uSx u S,u Su S u S uSx u S,10,10,10,1,1
"That herde that, gan fer awey to stonde",That herde that gan fer awey to stonde,u Su S u S uS u Sx,u Su S u S uS u Sx,u Su S u S uS u Sx,10,10,10,1,1
Whil they two hadde al that hem liste in honde.,Whil they two hadde al that hem liste in honde,u S u Sx u S u Sx u Sx,u S u Sx u S u Sx u Sx,u S u Sx u S u Sx u Sx,10,10,10,1,1
Whan that hir tale al brought was to an ende,Whan that hir tale al brought was to an ende,u S u Sx u S u S u Sx,u S u Sx u S u S u Sx,u S u Sx u S u S u Sx,10,10,10,1,1
Of hir estat and of hir governaunce,Of hir estat and of hir governaunce,u S uS u S u SuSx,u S uS u S u SuSx,u S uS u S u SuSx,10,10,10,1,1
"Quod Pandarus, “now is it time I wende;",Quod Pandarus now is it time I wende,u SuS u S u Sx u Sx,u SuS u S u Sx u Sx,u SuS u S u Sx u Sx,10,10,10,1,1
"But yet, I seye, ariseth, lat us daunce",But yet I seye ariseth lat us daunce,u S u S uSu S u Sx,u S u S uSu S u Sx,u S u S uSu S u Sx,10,10,10,1,1
And cast your widwes habit to mischaunce:,And cast your widwes habit to mischaunce,u S u Su Su S uSx,u S u Su Su S uSx,u S u Su Su S uSx,10,10,10,1,1
What list yow thus yourself to disfigure,What list yow thus yourself to disfigure,u S u S uS u SuSx,u S u S uS u SuSx,u S u S uS u SuSx,10,10,10,1,1
Sith yow is tid thus faire an aventure?”,Sith yow is tid thus faire an aventure,u S u S u Sx u SuSx,u S u S u Sx u SuSx,u S u S u Sx u SuSx,10,10,10,1,1
"“A! wel bithought! for love of God,” quod she",A wel bithought for love of God quod she,u S uS u Sx u S u S,u S uS u Sx u S u S,u S uS u Sx u S u S,10,10,10,1,1
“Shal I not witen what ye mene of this?”,Shal I not witen what ye mene of this,u S u Su S u Sx u S,u S u Su S u Sx u S,u S u Su S u Sx u S,10,10,10,1,1
"“No, this thing axeth laiser,” tho quod he",No this thing axeth laiser tho quod he,u S u Su Su S u S,u S u Su Su S u S,u S u Su Su S u S,10,10,10,1,1
"“And eek me wolde muche greve, ywis",And eek me wolde muche greve ywis,u S u Su Su Sx uS,u S u Su Su Sx uS,u S u Su Su Sx uS,10,10,10,1,1
"If I it tolde, and ye it toke amis.",If I it tolde and ye it toke amis,u S u Sx u S u Sx uS,u S u Sx u S u Sx uS,u S u Sx u S u Sx uS,10,10,10,1,1
Yet were it bet my tonge for to stille,Yet were it bet my tonge for to stille,u Sx u S u Su S u Sx,u Sx u S u Su S u Sx,u Sx u S u Su S u Sx,10,10,10,1,1
Than seye a sooth that were ayeins your wille.,Than seye a sooth that were ayeins your wille,u S u S u Sx uS u Sx,u S u S u Sx uS u Sx,u S u S u Sx uS u Sx,10,10,10,1,1
"“For, nece, by the goddesse Minerve",For nece by the goddesse Minerve,u Su S u Su SuS,     ,     ,10,0,0,0,0
"And Jupiter, that maketh the thondre ringe",And Jupiter that maketh the thondre ringe,u SuS u Sx S ux Sx,u SuS u Su S ux Sx,u SuS u Su S ux Sx,9,10,10,0,0
And by the blisful Venus that I serve,And by the blisful Venus that I serve,u S u Su Su S u Sx,u S u Su Su S u Sx,u S u Su Su S u Sx,10,10,10,1,1
Ye been the womman in this world livinge,Ye been the womman in this world livinge,u S u Su S u S uSx,u S u Su S u S uSx,u S u Su S u S uSx,10,10,10,1,1
"Withoute paramours, to my witinge",Withoute paramours to my witinge,uSu SuS u S uSx,uSu SuS u S uSx,uSu SuS u S uSx,10,10,10,1,1
"That I best love, and lothest am to greve",That I best love and lothest am to greve,u S u Sx u Su S u Sx,u S u Sx u Su S u Sx,u S u Sx u Su S u Sx,10,10,10,1,1
"And that ye witen wel yourself, I leve.”",And that ye witen wel yourself I leve,u S u Su S uS u Sx,u S u Su S uS u Sx,u S u Su S uS u Sx,10,10,10,1,1
"“Ywis, min uncle,” quod she, “grant mercy;",Ywis min uncle quod she grant mercy,uS u Su S u S uS,uS u Su S u S uS,uS u Su S u S uS,10,10,10,1,1
Your freendship have I founden evere yit;,Your freendship have I founden evere yit,u Su Sx u Su Sux S,u Su Sx u Su Sux S,u Su Sx u Su Sux S,10,10,10,1,1
I am to no man holden trewely,I am to no man holden trewely,u S u S u Su SuS,u S u S u Su SuS,u S u S u Su SuS,10,10,10,1,1
"So muche as yow, and have so litel quit;",So muche as yow and have so litel quit,u Sx u S u Sx u Su S,u Sx u S u Sx u Su S,u Sx u S u Sx u Su S,10,10,10,1,1
"And, with the grace of God, emforth my wit",And with the grace of God emforth my wit,u S u Sx u S uS u S,u S u Sx u S uS u S,u S u Sx u S uS u S,10,10,10,1,1
As in my gilt I shal you nevere offende;,As in my gilt I shal you nevere offende,u S u S u S u Sxx uSx,u S u S u S u Sxx uSx,u S u S u S u Sux Sux,10,10,11,1,0
"And if I have er this, I wol amende.",And if I have er this I wol amende,u S u Sx u S u S uSx,u S u Sx u S u S uSx,u S u Sx u S u S uSx,10,10,10,1,1
"But, for the love of God, I yow beseche",But for the love of God I yow beseche,u S u Sx u S u S uSx,u S u Sx u S u S uSx,u S u Sx u S u S uSx,10,10,10,1,1
As ye ben he that I most love and triste,As ye ben he that I most love and triste,u S u S u S u Sx u Sx,u S u S u S u Sx u Sx,u S u S u S u Sx u Sx,10,10,10,1,1
Lat be to me your fremde maner speche,Lat be to me your fremde maner speche,u S u S u Su Su Sx,u S u S u Su Su Sx,u S u S u Su Su Sx,10,10,10,1,1
"And sey to me, your nece, what yow liste”:",And sey to me your nece what yow liste,u S u S u Su S u Sx,u S u S u Su S u Sx,u S u S u Su S u Sx,10,10,10,1,1
And with that word hir uncle anoon hir kiste,And with that word hir uncle anoon hir kiste,u S u S u Sx uS u Sx,u S u S u Sx uS u Sx,u S u S u Sx uS u Sx,10,10,10,1,1
"And seide, “Gladly, leve nece dere",And seide Gladly leve nece dere,u Su Su Su Su Sx,u Su Su Su Su Sx,u Su Su Su Su Sx,10,10,10,1,1
Tak it for good that I shal sey yow here.”,Tak it for good that I shal sey yow here,u S u S u S u S u Sx,u S u S u S u S u Sx,u S u S u S u S u Sx,10,10,10,1,1
With that she gan hir eyen doun to caste,With that she gan hir eyen doun to caste,u S u S u Su S u Sx,u S u S u Su S u Sx,u S u S u Su S u Sx,10,10,10,1,1
And Pandarus to coghe gan a lite,And Pandarus to coghe gan a lite,u SuS u Su S u Sx,u SuS u Su S u Sx,u SuS u Su S u Sx,10,10,10,1,1
"And seide, “Nece, alwey, lo! to the laste",And seide Nece alwey lo to the laste,u Su Sx uS u S u Sx,u Su Sx uS u S u Sx,u Su Sx uS u S u Sx,10,10,10,1,1
Howso it be that som men hem delite,Howso it be that som men hem delite,uS u S u S u S uSx,uS u S u S u S uSx,uS u S u S u S uSx,10,10,10,1,1
With subtil art hir tales for to endite,With subtil art hir tales for to endite,u Su S u Su S x uSx,u Su S u Su S x uSx,u Su S u Su S u Sux,10,10,11,1,0
"Yet for al that, in hir entencioun",Yet for al that in hir entencioun,u S u S u S uSuS,u S u S u S uSuS,u S u S u S uSuS,10,10,10,1,1
Hir tale is al for som conclusioun.,Hir tale is al for som conclusioun,u Sx u S u S uSuS,u Sx u S u S uSuS,u Sx u S u S uSuS,10,10,10,1,1
“And sithen th’ende is every tales strengthe,And sithen th ende is every tales strengthe,u Su ux S u Su Su Sx,u Su  Sx u SuS ux Sx,u Su  Sx u Su Su Sx,11,10,10,0,0
And this matere is so bihovely,And this matere is so bihovely,u S uSx u S uSuS,u S uSx u S uSuS,u S uSx u S uSuS,10,10,10,1,1
What sholde I peinte or drawen it on lengthe,What sholde I peinte or drawen it on lengthe,u Sx u Sx u Su S u Sx,u Sx u Sx u Su S u Sx,u Sx u Sx u Su S u Sx,10,10,10,1,1
"To yow, that been my freend so feithfully?”",To yow that been my freend so feithfully,u S u S u S u SuS,u S u S u S u SuS,u S u S u S u SuS,10,10,10,1,1
And with that word he gan right inwardly,And with that word he gan right inwardly,u S u S u S u SuS,u S u S u S u SuS,u S u S u S u SuS,10,10,10,1,1
"Biholden hir, and loken on hir face",Biholden hir and loken on hir face,uSu S u Su S u Sx,uSu S u Su S u Sx,uSu S u Su S u Sx,10,10,10,1,1
"And seide, “On suche a mirour goode grace!”",And seide On suche a mirour goode grace,u Sx u Sx u Su Su Sx,u Sx u Sx u Su Su Sx,u Sx u Sx u Su Su Sx,10,10,10,1,1
"Than thoughte he thus, “If I my tale endite",Than thoughte he thus If I my tale endite,u Sx u S u S u Sx uSx,u Sx u S u S u Sx uSx,u Sx u S u S u Sx uSx,10,10,10,1,1
"Ought hard, or make a proces any while",Ought hard or make a proces any while,u S u Sx u Su Su Sx,u S u Sx u Su Su Sx,u S u Sx u Su Su Sx,10,10,10,1,1
She shal no savour han therin but lite,She shal no savour han therin but lite,u S u Su S uS u Sx,u S u Su S uS u Sx,u S u Su S uS u Sx,10,10,10,1,1
And trowe I wolde hir in my wil bigile.,And trowe I wolde hir in my wil bigile,u Sx u Sx u S u S uSx,u Sx u Sx u S u S uSx,u Sx u Sx u S u S uSx,10,10,10,1,1
For tendre wittes wenen al be wile,For tendre wittes wenen al be wile,u Su Su Su S u Sx,u Su Su Su S u Sx,u Su Su Su S u Sx,10,10,10,1,1
Theras they can nat pleinly understonde;,Theras they can nat pleinly understonde,uS u S u Su SuSx,uS u S u Su SuSx,uS u S u Su SuSx,10,10,10,1,1
Forthi hir wit to serven wol I fonde”–,Forthi hir wit to serven wol I fonde,uS u S u Su S u Sx,uS u S u Su S u Sx,uS u S u Su S u Sx,10,10,10,1,1
And loked on hir in a besy wise,And loked on hir in a besy wise,u Su S u S u Su Sx,u Su S u S u Su Sx,u Su S u S u Su Sx,10,10,10,1,1
And she was war that he biheld hir so,And she was war that he biheld hir so,u S u S u S uS u S,u S u S u S uS u S,u S u S u S uS u S,10,10,10,1,1
"And seide, “Lord! so faste ye m’avise!",And seide Lord so faste ye m avise,u Su S u Su S u Sx,u Su S u Su S  uSx,u Su S u Su S  uSx,10,10,10,0,0
"Sey ye me never er now? what sey ye, no?”",Sey ye me never er now what sey ye no,u S x Sx u S u S u S,u S x uS u S u S u S,u S u Su S u S u S u,9,10,11,0,0
"“Yes, yes,” quod he, “and bet wole er I go;",Yes yes quod he and bet wole er I go,u S u S u S u S u S,         ,u S u S u S ux S u S,10,0,10,0,1
"But, by my trouthe, I thoughte now if ye",But by my trouthe I thoughte now if ye,u S u Sx u Su S u S,u S u Sx u Su S u S,u S u Sx u Su S u S,10,10,10,1,1
"Be fortunat, for now men shal it see.",Be fortunat for now men shal it see,u SuS u S u S u S,u SuS u S u S u S,u SuS u S u S u S,10,10,10,1,1
“For to every wight som goodly aventure,For to every wight som goodly aventure,u S ux S u Su SuS,u S uxS u S ux SuSx,u S uS u S uS uSux,10,10,11,0,0
"Som time is shape, if he it can receiven;",Som time is shape if he it can receiven,u Sx u Sx u S u S uSu,u Sx u Sx u S u S uSu,u Sx u Sx u S u S uSu,11,11,11,1,1
And if that he wol take of it no cure,And if that he wol take of it no cure,u S u S u Sx u S u Sx,u S u S u Sx u S u Sx,u S u S u Sx u S u Sx,10,10,10,1,1
"Whan that it cometh, but wilfully it weiven",Whan that it cometh but wilfully it weiven,u S u Sx u SuS u Su,u S u Su S uSu S ux,u S u Su S uSu S ux,11,11,11,0,0
"Lo, neither cas nor fortune him deceiven",Lo neither cas nor fortune him deceiven,u Su S u Sux S uSu,u Su S u Sux S uSu,u Su S u Sux S uSu,11,11,11,1,1
But right his verray slouthe and wrecchednesse;,But right his verray slouthe and wrecchednesse,u S u Su Sx u SuSx,u S u Su Sx u SuSx,u S u Su Sx u SuSx,10,10,10,1,1
"And swich a wight is for to blame, I gesse.",And swich a wight is for to blame I gesse,u S u S u S u Sx u Sx,u S u S u S u Sx u Sx,u S u S u S u Sx u Sx,10,10,10,1,1
"“Good aventure, O bele nece, have ye",Good aventure O bele nece have ye,u SuSx u Su S u S,u SuSx u Sx ux Su S,u SuSx u Sx ux Su S,10,10,10,0,0
"Ful lightly founden, and ye conne it take;",Ful lightly founden and ye conne it take,u Su Su S u Sx u Sx,u Su Su S u Sx u Sx,u Su Su S u Sx u Sx,10,10,10,1,1
"And, for the love of God, and eek of me",And for the love of God and eek of me,u S u Sx u S u S u S,u S u Sx u S u S u S,u S u Sx u S u S u S,10,10,10,1,1
"Cache it anoon, lest aventure slake.",Cache it anoon lest aventure slake,ux S uS u SuSu Sx,ux S uS u SuSu Sx,ux S uS u SuSu Sx,10,10,10,1,1
What sholde I lenger proces of it make?,What sholde I lenger proces of it make,u Sx u Su Su S u Sx,u Sx u Su Su S u Sx,u Sx u Su Su S u Sx,10,10,10,1,1
"Yif me youre hond, for in this world is noon",Yif me youre hond for in this world is noon,u x ux S u S u S u S,u x Su S u S u S u S,u S ux S u S u S u S,9,10,10,0,0
"If that you list, a wight so wel begoon.",If that you list a wight so wel begoon,u S u S u S u S uS,u S u S u S u S uS,u S u S u S u S uS,10,10,10,1,1
