headword,word,tag,line_number,filename,context,text_type,source_file
departen,departe,v%pr_3,The Wife of Bath's Tale 1049,data/riverside_cats/WBT_riv.cat,Er that youre court departe do me right,RIVERSIDE,WBT_gui_complete.csv
witen,woot,v%pr_1,The Wife of Bath's Tale 1059,data/riverside_cats/WBT_riv.cat,I woot right wel that swich was my biheste,RIVERSIDE,WBT_gui_complete.csv
wedden,wedde,v%inf,The Wife of Bath's Tale 1071,data/riverside_cats/WBT_riv.cat,Constreyned was he nedes moste hire wedde,RIVERSIDE,WBT_gui_complete.csv
don,do,v%pr_1,The Wife of Bath's Tale 1074,data/riverside_cats/WBT_riv.cat,That for my necligence I do no cure,RIVERSIDE,WBT_gui_complete.csv
shulen,shal,v%pr_1,The Wife of Bath's Tale 1077,data/riverside_cats/WBT_riv.cat,To which thyng shortly answeren I shal,RIVERSIDE,WBT_gui_complete.csv
ben,am,v%pr_1,The Wife of Bath's Tale 1091,data/riverside_cats/WBT_riv.cat,I am youre owene love and youre wyf,RIVERSIDE,WBT_gui_complete.csv
ben,am,v%pr_1,The Wife of Bath's Tale 1092,data/riverside_cats/WBT_riv.cat,I am she which that saved hath youre lyf,RIVERSIDE,WBT_gui_complete.csv
mouen,may,v%pr_1,The Wife of Bath's Tale 1097,data/riverside_cats/WBT_riv.cat,And it shal been amended if I may,RIVERSIDE,WBT_gui_complete.csv
winden,wynde,v%pr_1,The Wife of Bath's Tale 1102,data/riverside_cats/WBT_riv.cat,That litel wonder is thogh I walwe and wynde,RIVERSIDE,WBT_gui_complete.csv
bresten,breste,v%inf,The Wife of Bath's Tale 1103,data/riverside_cats/WBT_riv.cat,So wolde God myn herte wolde breste,RIVERSIDE,WBT_gui_complete.csv
ben,were,v%pt_3,The Wife of Bath's Tale 1107,data/riverside_cats/WBT_riv.cat,If that me liste er it were dayes thre,RIVERSIDE,WBT_gui_complete.csv
mouen,myghte,v%pt_pl,The Wife of Bath's Tale 1108,data/riverside_cats/WBT_riv.cat,So wel ye myghte bere yow unto me,RIVERSIDE,WBT_gui_complete.csv
loken,looke,v%imp,The Wife of Bath's Tale 1113,data/riverside_cats/WBT_riv.cat,Looke who that is moost vertuous alway,RIVERSIDE,WBT_gui_complete.csv
willen,wole,v%pr_3,The Wife of Bath's Tale 1117,data/riverside_cats/WBT_riv.cat,Crist wole we clayme of hym oure gentillesse,RIVERSIDE,WBT_gui_complete.csv
mouen,may,v%pr_pl,The Wife of Bath's Tale 1121,data/riverside_cats/WBT_riv.cat,Yet may they nat biquethe for no thyng,RIVERSIDE,WBT_gui_complete.csv
willen,wole,v%pr_3,The Wife of Bath's Tale 1130,data/riverside_cats/WBT_riv.cat,Wole that of hym we clayme oure gentillesse,RIVERSIDE,WBT_gui_complete.csv
mouen,may,v%pr_pl,The Wife of Bath's Tale 1131,data/riverside_cats/WBT_riv.cat,For of oure eldres may we no thyng clayme,RIVERSIDE,WBT_gui_complete.csv
ben,were,v%pt_3,The Wife of Bath's Tale 1134,data/riverside_cats/WBT_riv.cat,If gentillesse were planted natureelly,RIVERSIDE,WBT_gui_complete.csv
willen,wolde,v%pt_pl,The Wife of Bath's Tale 1136,data/riverside_cats/WBT_riv.cat,Pryvee and apert thanne wolde they nevere fyne,RIVERSIDE,WBT_gui_complete.csv
mouen,myghte,v%pt_pl,The Wife of Bath's Tale 1138,data/riverside_cats/WBT_riv.cat,They myghte do no vileynye or vice,RIVERSIDE,WBT_gui_complete.csv
shitten,shette,v%inf,The Wife of Bath's Tale 1141,data/riverside_cats/WBT_riv.cat,And lat men shette the dores and go thenne,RIVERSIDE,WBT_gui_complete.csv
willen,wole,v%pr_3,The Wife of Bath's Tale 1142,data/riverside_cats/WBT_riv.cat,Yet wole the fyr as faire lye and brenne,RIVERSIDE,WBT_gui_complete.csv
biholden,biholde,v%inf,The Wife of Bath's Tale 1143,data/riverside_cats/WBT_riv.cat,As twenty thousand men myghte it biholde,RIVERSIDE,WBT_gui_complete.csv
holden,holde,v%inf,The Wife of Bath's Tale 1144,data/riverside_cats/WBT_riv.cat,His office natureel ay wol it holde,RIVERSIDE,WBT_gui_complete.csv
dien,dye,v%pr_3,The Wife of Bath's Tale 1145,data/riverside_cats/WBT_riv.cat,Up peril of my lyf til that it dye,RIVERSIDE,WBT_gui_complete.csv
mouen,may,v%pr_pl,The Wife of Bath's Tale 1146,data/riverside_cats/WBT_riv.cat,Heere may ye se wel how that genterye,RIVERSIDE,WBT_gui_complete.csv
mouen,may,v%pr_pl,The Wife of Bath's Tale 1150,data/riverside_cats/WBT_riv.cat,For God it woot men may wel often fynde,RIVERSIDE,WBT_gui_complete.csv
finden,fynde,v%inf,The Wife of Bath's Tale 1150,data/riverside_cats/WBT_riv.cat,For God it woot men may wel often fynde,RIVERSIDE,WBT_gui_complete.csv
haven,han,v%inf,The Wife of Bath's Tale 1152,data/riverside_cats/WBT_riv.cat,And he that wole han pris of his gentrye,RIVERSIDE,WBT_gui_complete.csv
ben,be,v%pr_3,The Wife of Bath's Tale 1157,data/riverside_cats/WBT_riv.cat,He nys nat gentil be he duc or erl,RIVERSIDE,WBT_gui_complete.csv
shulen,shul,v%pr_pl,The Wife of Bath's Tale 1169,data/riverside_cats/WBT_riv.cat,Ther shul ye seen expres that it no drede is,RIVERSIDE,WBT_gui_complete.csv
concluden,conclude,v%pr_1,The Wife of Bath's Tale 1171,data/riverside_cats/WBT_riv.cat,And therfore leeve housbonde I thus conclude,RIVERSIDE,WBT_gui_complete.csv
graunten,grante,v%inf,The Wife of Bath's Tale 1174,data/riverside_cats/WBT_riv.cat,Grante me grace to lyven vertuously,RIVERSIDE,WBT_gui_complete.csv
understonden,understonde,v%inf,The Wife of Bath's Tale 1181,data/riverside_cats/WBT_riv.cat,May understonde that Jhesus hevene kyng,RIVERSIDE,WBT_gui_complete.csv
willen,wole,v%pr_3,The Wife of Bath's Tale 1184,data/riverside_cats/WBT_riv.cat,This wole Senec and othere clerkes seyn,RIVERSIDE,WBT_gui_complete.csv
seien,seyn,v%inf,The Wife of Bath's Tale 1184,data/riverside_cats/WBT_riv.cat,This wole Senec and othere clerkes seyn,RIVERSIDE,WBT_gui_complete.csv
holden,holde,v%pr_1,The Wife of Bath's Tale 1186,data/riverside_cats/WBT_riv.cat,I holde hym riche al hadde he nat a sherte,RIVERSIDE,WBT_gui_complete.csv
haven,han,v%inf,The Wife of Bath's Tale 1188,data/riverside_cats/WBT_riv.cat,For he wolde han that is nat in his myght,RIVERSIDE,WBT_gui_complete.csv
holden,holde,v%pr_pl,The Wife of Bath's Tale 1190,data/riverside_cats/WBT_riv.cat,Is riche although ye holde hym but a knave,RIVERSIDE,WBT_gui_complete.csv
seien,seyn,v%pr_pl,The Wife of Bath's Tale 1210,data/riverside_cats/WBT_riv.cat,Seyn that men sholde an oold wight doon favour,RIVERSIDE,WBT_gui_complete.csv
don,doon,v%inf,The Wife of Bath's Tale 1210,data/riverside_cats/WBT_riv.cat,Seyn that men sholde an oold wight doon favour,RIVERSIDE,WBT_gui_complete.csv
ben,am,v%pr_1,The Wife of Bath's Tale 1213,data/riverside_cats/WBT_riv.cat,Now ther ye seye that I am foul and old,RIVERSIDE,WBT_gui_complete.csv
dreden,drede,v%imp,The Wife of Bath's Tale 1214,data/riverside_cats/WBT_riv.cat,Than drede you noght to been a cokewold,RIVERSIDE,WBT_gui_complete.csv
shulen,shal,v%pr_1,The Wife of Bath's Tale 1218,data/riverside_cats/WBT_riv.cat,I shal fulfille youre worldly appetit,RIVERSIDE,WBT_gui_complete.csv
chesen,chese,v%imp,The Wife of Bath's Tale 1219,data/riverside_cats/WBT_riv.cat,Chese now quod she oon of thise thynges tweye,RIVERSIDE,WBT_gui_complete.csv
haven,han,v%inf,The Wife of Bath's Tale 1220,data/riverside_cats/WBT_riv.cat,To han me foul and old til that I deye,RIVERSIDE,WBT_gui_complete.csv
haven,han,v%inf,The Wife of Bath's Tale 1223,data/riverside_cats/WBT_riv.cat,Or elles ye wol han me yong and fair,RIVERSIDE,WBT_gui_complete.csv
chesen,chese,v%imp,The Wife of Bath's Tale 1227,data/riverside_cats/WBT_riv.cat,Now chese yourselven wheither that yow liketh,RIVERSIDE,WBT_gui_complete.csv
putten,put,v%pr_1,The Wife of Bath's Tale 1231,data/riverside_cats/WBT_riv.cat,I put me in youre wise governance,RIVERSIDE,WBT_gui_complete.csv
don,do,v%pr_1,The Wife of Bath's Tale 1234,data/riverside_cats/WBT_riv.cat,I do no fors the wheither of the two,RIVERSIDE,WBT_gui_complete.csv
mouen,may,v%pr_1,The Wife of Bath's Tale 1237,data/riverside_cats/WBT_riv.cat,Syn I may chese and governe as me lest,RIVERSIDE,WBT_gui_complete.csv
willen,wol,v%pr_1,The Wife of Bath's Tale 1240,data/riverside_cats/WBT_riv.cat,For by my trouthe I wol be to yow bothe,RIVERSIDE,WBT_gui_complete.csv
seien,seyn,v%inf,The Wife of Bath's Tale 1241,data/riverside_cats/WBT_riv.cat,This is to seyn ye bothe fair and good,RIVERSIDE,WBT_gui_complete.csv
preien,prey,v%pr_1,The Wife of Bath's Tale 1242,data/riverside_cats/WBT_riv.cat,I prey to God that I moote sterven wood,RIVERSIDE,WBT_gui_complete.csv
moten,moote,v%pr_1,The Wife of Bath's Tale 1242,data/riverside_cats/WBT_riv.cat,I prey to God that I moote sterven wood,RIVERSIDE,WBT_gui_complete.csv
loken,looke,v%imp,The Wife of Bath's Tale 1249,data/riverside_cats/WBT_riv.cat,Cast up the curtyn looke how that it is,RIVERSIDE,WBT_gui_complete.csv
don,doon,v%inf,The Wife of Bath's Tale 1256,data/riverside_cats/WBT_riv.cat,That myghte doon hym plesance or likyng,RIVERSIDE,WBT_gui_complete.csv
senden,sende,v%pr_3,The Wife of Bath's Tale 1258,data/riverside_cats/WBT_riv.cat,In parfit joye and Jhesu Crist us sende,RIVERSIDE,WBT_gui_complete.csv
overbiden,overbyde,v%inf,The Wife of Bath's Tale 1260,data/riverside_cats/WBT_riv.cat,And grace t overbyde hem that we wedde,RIVERSIDE,WBT_gui_complete.csv
wedden,wedde,v%pr_pl,The Wife of Bath's Tale 1260,data/riverside_cats/WBT_riv.cat,And grace t overbyde hem that we wedde,RIVERSIDE,WBT_gui_complete.csv
willen,wol,v%pr_pl,The Wife of Bath's Tale 1262,data/riverside_cats/WBT_riv.cat,That noght wol be governed by hir wyves,RIVERSIDE,WBT_gui_complete.csv
senden,sende,v%pr_3,The Wife of Bath's Tale 1264,data/riverside_cats/WBT_riv.cat,God sende hem soone verray pestilence,RIVERSIDE,WBT_gui_complete.csv
ben,be,v%pr_3,The Merchant's Prologue 1216,data/riverside_cats/MerPro_riv.cat,That wedded been I trowe that it be so,RIVERSIDE,MerPro_gui_complete.csv
ben,were,v%pt_3,The Merchant's Prologue 1219,data/riverside_cats/MerPro_riv.cat,For thogh the feend to hire ycoupled were,RIVERSIDE,MerPro_gui_complete.csv
durren,dar,v%pr_1,The Merchant's Prologue 1220,data/riverside_cats/MerPro_riv.cat,She wolde hym overmacche I dar wel swere,RIVERSIDE,MerPro_gui_complete.csv
assaien,assaye,v%imp,The Merchant's Prologue 1229,data/riverside_cats/MerPro_riv.cat,Assaye whoso wole and he shal fynde,RIVERSIDE,MerPro_gui_complete.csv
finden,fynde,v%inf,The Merchant's Prologue 1229,data/riverside_cats/MerPro_riv.cat,Assaye whoso wole and he shal fynde,RIVERSIDE,MerPro_gui_complete.csv
shelden,shilde,v%pr_3,The Merchant's Prologue 1232,data/riverside_cats/MerPro_riv.cat,God shilde that it sholde so bifalle,RIVERSIDE,MerPro_gui_complete.csv
blessen,blesse,v%pr_3,The Merchant's Prologue 1240,data/riverside_cats/MerPro_riv.cat,Now quod oure Hoost Marchaunt so God yow blesse,RIVERSIDE,MerPro_gui_complete.csv
preien,pray,v%pr_1,The Merchant's Prologue 1242,data/riverside_cats/MerPro_riv.cat,Ful hertely I pray yow telle us part,RIVERSIDE,MerPro_gui_complete.csv
haven,han,v%inf,100-ch 587,data/riverside_cats/LGW_riverside_reordered.cat,To han the world at hire obesaunce,RIVERSIDE,LGW_gui_complete.csv
ben,were,v%pt_3,100-ch 619,data/riverside_cats/LGW_riverside_reordered.cat,It were to longe lest that I shulde slake,RIVERSIDE,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 623,data/riverside_cats/LGW_riverside_reordered.cat,And al the remenaunt I wol lete it slippe,RIVERSIDE,LGW_gui_complete.csv
leden,lede,v%inf,100-ch 625,data/riverside_cats/LGW_riverside_reordered.cat,Shop hym an ost on Antony to lede,RIVERSIDE,LGW_gui_complete.csv
leten,lat,v%pr_1,100-ch 628,data/riverside_cats/LGW_riverside_reordered.cat,To ship they wente and thus I lat hem sayle,RIVERSIDE,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 629,data/riverside_cats/LGW_riverside_reordered.cat,Antonius was war and wol nat fayle,RIVERSIDE,LGW_gui_complete.csv
stinten,stente,v%pt_pl,100-ch 633,data/riverside_cats/LGW_riverside_reordered.cat,To shipe anon no lengere they ne stente,RIVERSIDE,LGW_gui_complete.csv
meten,mete,v%inf,100-ch 634,data/riverside_cats/LGW_riverside_reordered.cat,And in the se it happede hem to mete,RIVERSIDE,LGW_gui_complete.csv
sheten,shete,v%inf,100-ch 635,data/riverside_cats/LGW_riverside_reordered.cat,Up goth the trompe and for to shoute and shete,RIVERSIDE,LGW_gui_complete.csv
gon,gon,v%pr_pl,100-ch 649,data/riverside_cats/LGW_riverside_reordered.cat,With pottes ful of lyme they gon togidere,RIVERSIDE,LGW_gui_complete.csv
spenden,spende,v%pr_pl,100-ch 650,data/riverside_cats/LGW_riverside_reordered.cat,And thus the longe day in fyght they spende,RIVERSIDE,LGW_gui_complete.csv
beren,born,v%ppl,100-ch 658,data/riverside_cats/LGW_riverside_reordered.cat,Allas quod he the day that I was born,RIVERSIDE,LGW_gui_complete.csv
lesen,lorn,v%ppl,100-ch 659,data/riverside_cats/LGW_riverside_reordered.cat,My worshipe in this day thus have I lorn,RIVERSIDE,LGW_gui_complete.csv
willen,wol,v%pr_pl,100-ch 667,data/riverside_cats/LGW_riverside_reordered.cat,That ye wol deye if that youre love be wroth,RIVERSIDE,LGW_gui_complete.csv
ben,be,v%pr_3,100-ch 667,data/riverside_cats/LGW_riverside_reordered.cat,That ye wol deye if that youre love be wroth,RIVERSIDE,LGW_gui_complete.csv
mouen,may,v%pr_pl,100-ch 668,data/riverside_cats/LGW_riverside_reordered.cat,Here may ye sen of wemen which a trouthe,RIVERSIDE,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 694,data/riverside_cats/LGW_riverside_reordered.cat,I wol fulfille and that shal ben wel sene,RIVERSIDE,LGW_gui_complete.csv
assenten,assente,v%inf,100-ch 730,data/riverside_cats/LGW_riverside_reordered.cat,But that here fadres nolde it nat assente,RIVERSIDE,LGW_gui_complete.csv
brennen,brente,v%pt_pl,100-ch 731,data/riverside_cats/LGW_riverside_reordered.cat,And bothe in love ylyke sore they brente,RIVERSIDE,LGW_gui_complete.csv
letten,lette,v%inf,100-ch 732,data/riverside_cats/LGW_riverside_reordered.cat,That non of alle hyre frendes myght it lette,RIVERSIDE,LGW_gui_complete.csv
meten,mette,v%pt_pl,100-ch 733,data/riverside_cats/LGW_riverside_reordered.cat,But pryvyly som tyme yit they mette,RIVERSIDE,LGW_gui_complete.csv
shulen,shal,v%pr_1,100-ch 743,data/riverside_cats/LGW_riverside_reordered.cat,Ye loveres two if that I shal nat lye,RIVERSIDE,LGW_gui_complete.csv
leten,lete,v%pt_pl,100-ch 746,data/riverside_cats/LGW_riverside_reordered.cat,They lete here wordes thourgh the clifte pace,RIVERSIDE,LGW_gui_complete.csv
durren,durste,v%pt_pl,100-ch 749,data/riverside_cats/LGW_riverside_reordered.cat,At every tyme whan they durste so,RIVERSIDE,LGW_gui_complete.csv
willen,wolde,v%pt_pl,100-ch 753,data/riverside_cats/LGW_riverside_reordered.cat,And thus here wardeyns wolde they deceyve,RIVERSIDE,LGW_gui_complete.csv
willen,wolde,v%pt_pl,100-ch 754,data/riverside_cats/LGW_riverside_reordered.cat,And every day this wal they wolde threte,RIVERSIDE,LGW_gui_complete.csv
threten,threte,v%inf,100-ch 754,data/riverside_cats/LGW_riverside_reordered.cat,And every day this wal they wolde threte,RIVERSIDE,LGW_gui_complete.csv
ben,were,v%pt_3,100-ch 755,data/riverside_cats/LGW_riverside_reordered.cat,And wisshe to God that it were doun ybete,RIVERSIDE,LGW_gui_complete.csv
beten,ybete,v%ppl,100-ch 755,data/riverside_cats/LGW_riverside_reordered.cat,And wisshe to God that it were doun ybete,RIVERSIDE,LGW_gui_complete.csv
willen,wolde,v%pt_pl,100-ch 756,data/riverside_cats/LGW_riverside_reordered.cat,Thus wolde they seyn Alas thow wikkede wal,RIVERSIDE,LGW_gui_complete.csv
meten,mete,v%inf,100-ch 760,data/riverside_cats/LGW_riverside_reordered.cat,Yit woldest thow but ones lat us mete,RIVERSIDE,LGW_gui_complete.csv
mouen,myghte,v%pt_pl,100-ch 761,data/riverside_cats/LGW_riverside_reordered.cat,Or ones that we myghte kyssen swete,RIVERSIDE,LGW_gui_complete.csv
holden,holde,v%ppl,100-ch 763,data/riverside_cats/LGW_riverside_reordered.cat,But natheles yit be we to thee holde,RIVERSIDE,LGW_gui_complete.csv
gon,gon,v%inf,100-ch 764,data/riverside_cats/LGW_riverside_reordered.cat,In as muche as thow sufferest for to gon,RIVERSIDE,LGW_gui_complete.csv
ouen,oughte,v%pt_pl,100-ch 766,data/riverside_cats/LGW_riverside_reordered.cat,Yit oughte we with the been wel apayd,RIVERSIDE,LGW_gui_complete.csv
gon,gon,v%inf,100-ch 769,data/riverside_cats/LGW_riverside_reordered.cat,And take here leve and forth they wolden gon,RIVERSIDE,LGW_gui_complete.csv
aspien,espyde,v%pt_pl,100-ch 771,data/riverside_cats/LGW_riverside_reordered.cat,Or wonder erly lest men it espyde,RIVERSIDE,LGW_gui_complete.csv
haven,hadde,v%pt_pl,100-ch 775,data/riverside_cats/LGW_riverside_reordered.cat,Hadde dreyed up the dew of herbes wete,RIVERSIDE,LGW_gui_complete.csv
gon,goon,v%inf,100-ch 781,data/riverside_cats/LGW_riverside_reordered.cat,And forth out of the cite for to goon,RIVERSIDE,LGW_gui_complete.csv
setten,sette,v%pt_pl,100-ch 784,data/riverside_cats/LGW_riverside_reordered.cat,They sette mark here metynge sholde be,RIVERSIDE,LGW_gui_complete.csv
herien,heryed,v%pt_pl,100-ch 786,data/riverside_cats/LGW_riverside_reordered.cat,For olde payens that idoles heryed,RIVERSIDE,LGW_gui_complete.csv
trusten,truste,v%inf,100-ch 801,data/riverside_cats/LGW_riverside_reordered.cat,To truste man but she the bet hym knewe,RIVERSIDE,LGW_gui_complete.csv
knouen,knewe,v%pt_3,100-ch 801,data/riverside_cats/LGW_riverside_reordered.cat,To truste man but she the bet hym knewe,RIVERSIDE,LGW_gui_complete.csv
winden,wynde,v%inf,100-ch 818,data/riverside_cats/LGW_riverside_reordered.cat,Aboute the welle gan she for to wynde,RIVERSIDE,LGW_gui_complete.csv
finden,fynde,v%inf,100-ch 819,data/riverside_cats/LGW_riverside_reordered.cat,And ryght anon the wympel gan she fynde,RIVERSIDE,LGW_gui_complete.csv
don,don,v%ppl,100-ch 821,data/riverside_cats/LGW_riverside_reordered.cat,Whan this was don no lengere she ne stente,RIVERSIDE,LGW_gui_complete.csv
beren,born,v%ppl,100-ch 833,data/riverside_cats/LGW_riverside_reordered.cat,Allas quod he the day that I was born,RIVERSIDE,LGW_gui_complete.csv
ben,am,v%pr_1,100-ch 836,data/riverside_cats/LGW_riverside_reordered.cat,Whan I am he that have yow slayn allas,RIVERSIDE,LGW_gui_complete.csv
haven,have,v%pr_3,100-ch 836,data/riverside_cats/LGW_riverside_reordered.cat,Whan I am he that have yow slayn allas,RIVERSIDE,LGW_gui_complete.csv
gon,gon,v%inf,100-ch 838,data/riverside_cats/LGW_riverside_reordered.cat,Allas to bidde a woman gon by nyghte,RIVERSIDE,LGW_gui_complete.csv
moten,mote,v%pr_3,100-ch 843,data/riverside_cats/LGW_riverside_reordered.cat,My body mote he renten or what best,RIVERSIDE,LGW_gui_complete.csv
moten,mote,v%pr_3,100-ch 844,data/riverside_cats/LGW_riverside_reordered.cat,That wilde is gnawe mote he now myn herte,RIVERSIDE,LGW_gui_complete.csv
fallen,falle,v%pr_3,100-ch 855,data/riverside_cats/LGW_riverside_reordered.cat,If it so falle that my Piramus,RIVERSIDE,LGW_gui_complete.csv
ben,be,v%pr_3,100-ch 856,data/riverside_cats/LGW_riverside_reordered.cat,Be comen hider and may me not yfynde,RIVERSIDE,LGW_gui_complete.csv
ifinden,yfynde,v%inf,100-ch 856,data/riverside_cats/LGW_riverside_reordered.cat,Be comen hider and may me not yfynde,RIVERSIDE,LGW_gui_complete.csv
holden,holde,v%inf,100-ch 857,data/riverside_cats/LGW_riverside_reordered.cat,He may me holde fals and ek unkynde,RIVERSIDE,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 860,data/riverside_cats/LGW_riverside_reordered.cat,And thoughte I wol hym tellen of my drede,RIVERSIDE,LGW_gui_complete.csv
finden,founde,v%ppl,100-ch 862,data/riverside_cats/LGW_riverside_reordered.cat,And at the laste hire love thanne hath she founde,RIVERSIDE,LGW_gui_complete.csv
writen,wryte,v%inf,100-ch 869,data/riverside_cats/LGW_riverside_reordered.cat,Who coude wryte which a dedly cheere,RIVERSIDE,LGW_gui_complete.csv
tormenten,turmente,v%inf,100-ch 871,data/riverside_cats/LGW_riverside_reordered.cat,And how she gan hireselve to turmente,RIVERSIDE,LGW_gui_complete.csv
peinten,peynte,v%inf,100-ch 875,data/riverside_cats/LGW_riverside_reordered.cat,How with his blod hireselve gan she peynte,RIVERSIDE,LGW_gui_complete.csv
don,don,v%ppl,100-ch 879,data/riverside_cats/LGW_riverside_reordered.cat,Who hath don this and who hath been so bold,RIVERSIDE,LGW_gui_complete.csv
ben,am,v%pr_1,100-ch 881,data/riverside_cats/LGW_riverside_reordered.cat,I am thy Tisbe that the calleth thus,RIVERSIDE,LGW_gui_complete.csv
don,don,v%ppl,100-ch 889,data/riverside_cats/LGW_riverside_reordered.cat,And ek his swerd that hym hath don to dethe,RIVERSIDE,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 894,data/riverside_cats/LGW_riverside_reordered.cat,I wol thee folwe ded and I wol be,RIVERSIDE,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 894,data/riverside_cats/LGW_riverside_reordered.cat,I wol thee folwe ded and I wol be,RIVERSIDE,LGW_gui_complete.csv
departen,departe,v%inf,100-ch 897,data/riverside_cats/LGW_riverside_reordered.cat,Mighte thee fro me departe trewely,RIVERSIDE,LGW_gui_complete.csv
