OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,GREEN_SYLLABLES,V1_SCANSION,V1_SYLLABLES,V1_MATCHES_GREEN,V1_CONFIDENCE
Ay where he wente it was arayed thus:,Ay where he wente it was arayed thus,u Sx u Sx u S uSu S,10,u Sx u Sx u S uSu S,10,1,78.33
"He was hir deeth, and sheld and lif for us;",He was hir deeth and sheld and lif for us,u S u S u S u S u S,10,u S u S u S u S u S,10,1,78.91
That as that day ther dorste noon withstonde,That as that day ther dorste noon withstonde,u S u S u Su S uSx,10,u S u S u Su S uSx,10,1,73.19
Whil that he held his blody swerd in honde.,Whil that he held his blody swerd in honde,u S u S u Su S u Sx,10,u S u S u Su S u Sx,10,1,75.01
Therto he is the freendlieste man,Therto he is the freendlieste man,uS u S u SuSu S,10,uS u S u SuSu S,10,1,74.14
"Of grete estat, that ever I saw my live;",Of grete estat that ever I saw my live,u Sx uS u S u S u Sx,10,u Sx uS u S u S u Sx,10,1,65.67
"And wher him list, best felawshipe can",And wher him list best felawshipe can,u S u S u SuSu S,10,u S u S u SuSu S,10,1,67.55
To suche as him thinketh able for to thrive.”,To suche as him thinketh able for to thrive,u S u S ux Su S u Sx,10,u Sx u S ux Su S u Sx,10,1,68.09
"And with that word tho Pandarus, as blive",And with that word tho Pandarus as blive,u S u S u SuS u Sx,10,u S u S u SuS u Sx,10,1,73.11
"He took his leve, and seide, “I wol go henne”:",He took his leve and seide I wol go henne,u S u Sx u Sx u S u Sx,10,u S u Sx u Sx u S u Sx,10,1,71.87
"“Nay, blame have I, min uncle,” quod she thenne.",Nay blame have I min uncle quod she thenne,u Sx ux S u Su S u Sx,10,u Sx ux S u Su S u Sx,10,1,55.90
“What eileth yow to be thus wery sone,What eileth yow to be thus wery sone,u Su S u S u Su Sx,10,u Su S u S u Su Sx,10,1,67.66
And namelich of wommen? wol ye so?,And namelich of wommen wol ye so,u SuS u Su S u S,10,u SuS u Su S u S,10,1,72.65
"Nay, sitteth down; by God, I have to done",Nay sitteth down by God I have to done,u Su S u S u Sx u Sx,10,u Su S u S u Sx u Sx,10,1,77.82
"With yow, to speke of wisdom er ye go.”",With yow to speke of wisdom er ye go,u S u Sx u Su S u S,10,u S u Sx u Su S u S,10,1,66.04
And every wight that was aboute hem tho,And every wight that was aboute hem tho,u Sxu S u S uSx u S,10,u Su S u S uSx u S,10,1,73.28
"That herde that, gan fer awey to stonde",That herde that gan fer awey to stonde,u Su S u S uS u Sx,10,u Su S u S uS u Sx,10,1,63.91
Whil they two hadde al that hem liste in honde.,Whil they two hadde al that hem liste in honde,u S u Sx u S u Sx u Sx,10,u S u Sx u S u Sx u Sx,10,1,51.53
Whan that hir tale al brought was to an ende,Whan that hir tale al brought was to an ende,u S u Sx u S u S u Sx,10,u S u Sx u S u S u Sx,10,1,64.57
Of hir estat and of hir governaunce,Of hir estat and of hir governaunce,u S uS u S u SuSx,10,u S uS u S u SuSx,10,1,66.18
"Quod Pandarus, “now is it time I wende;",Quod Pandarus now is it time I wende,u SuS u S u Sx u Sx,10,u SuS u S u Sx u Sx,10,1,74.83
"But yet, I seye, ariseth, lat us daunce",But yet I seye ariseth lat us daunce,u S u S uSu S u Sx,10,u S u S uSu S u Sx,10,1,80.30
And cast your widwes habit to mischaunce:,And cast your widwes habit to mischaunce,u S u Su Su S uSx,10,u S u Su Su S uSx,10,1,84.69
What list yow thus yourself to disfigure,What list yow thus yourself to disfigure,u S u S uS u SuSx,10,u S u S uS u SuSx,10,1,80.01
Sith yow is tid thus faire an aventure?”,Sith yow is tid thus faire an aventure,u S u S u Sx u SuSx,10,u S u S u Sx u SuSx,10,1,62.41
"“A! wel bithought! for love of God,” quod she",A wel bithought for love of God quod she,u S uS u Sx u S u S,10,u S uS u Sx u S u S,10,1,78.50
“Shal I not witen what ye mene of this?”,Shal I not witen what ye mene of this,u S u Su S u Sx u S,10,u S u Su S u Sx u S,10,1,56.76
"“No, this thing axeth laiser,” tho quod he",No this thing axeth laiser tho quod he,u S u Su Su S u S,10,u S u Su Su S u S,10,1,62.56
"“And eek me wolde muche greve, ywis",And eek me wolde muche greve ywis,u S u Su Su Sx uS,10,u S u Su Su Sx uS,10,1,65.51
"If I it tolde, and ye it toke amis.",If I it tolde and ye it toke amis,u S u Sx u S u Sx uS,10,u S u Sx u S u Sx uS,10,1,68.87
Yet were it bet my tonge for to stille,Yet were it bet my tonge for to stille,u Sx u S u Su S u Sx,10,u Sx u S u Su S u Sx,10,1,64.69
Than seye a sooth that were ayeins your wille.,Than seye a sooth that were ayeins your wille,u S u S u Sx uS u Sx,10,u S u S u Sx uS u Sx,10,1,80.25
"“For, nece, by the goddesse Minerve",For nece by the goddesse Minerve,u Su S u Su SuS,10,     ,0,0,0.00
"And Jupiter, that maketh the thondre ringe",And Jupiter that maketh the thondre ringe,u SuS u Sx S ux Sx,9,u SuS u Sx u Su Sx,10,0,77.71
And by the blisful Venus that I serve,And by the blisful Venus that I serve,u S u Su Su S u Sx,10,u S u Su Su S u Sx,10,1,79.31
Ye been the womman in this world livinge,Ye been the womman in this world livinge,u S u Su S u S uSx,10,u S u Su S u S uSx,10,1,81.32
"Withoute paramours, to my witinge",Withoute paramours to my witinge,uSu SuS u S uSx,10,uSu SuS u S uSx,10,1,75.97
"That I best love, and lothest am to greve",That I best love and lothest am to greve,u S u Sx u Su S u Sx,10,u S u Sx u Su S u Sx,10,1,78.43
"And that ye witen wel yourself, I leve.”",And that ye witen wel yourself I leve,u S u Su S uS u Sx,10,u S u Su S uS u Sx,10,1,75.73
"“Ywis, min uncle,” quod she, “grant mercy;",Ywis min uncle quod she grant mercy,uS u Su S u S uS,10,uS u Su S u S uS,10,1,59.51
Your freendship have I founden evere yit;,Your freendship have I founden evere yit,u Su Sx u Su Sux S,10,u Su Sx u Su Sux S,10,1,86.72
I am to no man holden trewely,I am to no man holden trewely,u S u S u Su SuS,10,u S u S u Su SuS,10,1,67.92
"So muche as yow, and have so litel quit;",So muche as yow and have so litel quit,u Sx u S u Sx u Su S,10,u Sx u S u Sx u Su S,10,1,75.33
"And, with the grace of God, emforth my wit",And with the grace of God emforth my wit,u S u Sx u S uS u S,10,u S u Sx u S uS u S,10,1,83.34
As in my gilt I shal you nevere offende;,As in my gilt I shal you nevere offende,u S u S u S u Sxx uSx,10,u S u S u S u Sxx uSx,10,1,70.67
"And if I have er this, I wol amende.",And if I have er this I wol amende,u S u Sx u S u S uSx,10,u S u Sx u S u S uSx,10,1,66.79
"But, for the love of God, I yow beseche",But for the love of God I yow beseche,u S u Sx u S u S uSx,10,u S u Sx u S u S uSx,10,1,77.09
As ye ben he that I most love and triste,As ye ben he that I most love and triste,u S u S u S u Sx u Sx,10,u S u S u S u Sx u Sx,10,1,62.76
Lat be to me your fremde maner speche,Lat be to me your fremde maner speche,u S u S u Su Su Sx,10,u S u S u Su Su Sx,10,1,74.28
"And sey to me, your nece, what yow liste”:",And sey to me your nece what yow liste,u S u S u Su S u Sx,10,u S u S u Su S u Sx,10,1,66.00
And with that word hir uncle anoon hir kiste,And with that word hir uncle anoon hir kiste,u S u S u Sx uS u Sx,10,u S u S u Sx uS u Sx,10,1,73.61
"And seide, “Gladly, leve nece dere",And seide Gladly leve nece dere,u Su Su Su Su Sx,10,u Su Su Su Su Sx,10,1,62.87
Tak it for good that I shal sey yow here.”,Tak it for good that I shal sey yow here,u S u S u S u S u Sx,10,u S u S u S u S u Sx,10,1,58.08
With that she gan hir eyen doun to caste,With that she gan hir eyen doun to caste,u S u S u Su S u Sx,10,u S u S u Su S u Sx,10,1,65.06
And Pandarus to coghe gan a lite,And Pandarus to coghe gan a lite,u SuS u Su S u Sx,10,u SuS u Su S u Sx,10,1,88.57
"And seide, “Nece, alwey, lo! to the laste",And seide Nece alwey lo to the laste,u Su Sx uS u S u Sx,10,u Su Sx uS u S u Sx,10,1,66.85
Howso it be that som men hem delite,Howso it be that som men hem delite,uS u S u S u S uSx,10,uS u S u S u S uSx,10,1,69.53
With subtil art hir tales for to endite,With subtil art hir tales for to endite,u Su S u Su S x uSx,10,u Su S u Su S x uSx,10,1,64.86
"Yet for al that, in hir entencioun",Yet for al that in hir entencioun,u S u S u S uSuS,10,u S u S u S uSuS,10,1,47.02
Hir tale is al for som conclusioun.,Hir tale is al for som conclusioun,u Sx u S u S uSuS,10,u Sx u S u S uSuS,10,1,72.42
“And sithen th’ende is every tales strengthe,And sithen th ende is every tales strengthe,u Su ux S u Su Su Sx,11,u Su  Sx u Su Su Sx,10,0,70.47
And this matere is so bihovely,And this matere is so bihovely,u S uSx u S uSuS,10,u S uSx u S uSuS,10,1,68.09
What sholde I peinte or drawen it on lengthe,What sholde I peinte or drawen it on lengthe,u Sx u Sx u Su S u Sx,10,u Sx u Sx u Su S u Sx,10,1,69.30
"To yow, that been my freend so feithfully?”",To yow that been my freend so feithfully,u S u S u S u SuS,10,u S u S u S u SuS,10,1,80.85
And with that word he gan right inwardly,And with that word he gan right inwardly,u S u S u S u SuS,10,u S u S u S u SuS,10,1,70.59
"Biholden hir, and loken on hir face",Biholden hir and loken on hir face,uSu S u Su S u Sx,10,uSu S u Su S u Sx,10,1,75.73
"And seide, “On suche a mirour goode grace!”",And seide On suche a mirour goode grace,u Sx u Sx u Su Su Sx,10,u Sx u Sx u Su Su Sx,10,1,75.05
"Than thoughte he thus, “If I my tale endite",Than thoughte he thus If I my tale endite,u Sx u S u S u Sx uSx,10,u Sx u S u S u Sx uSx,10,1,64.99
"Ought hard, or make a proces any while",Ought hard or make a proces any while,u S u Sx u Su Su Sx,10,u S u Sx u Su Su Sx,10,1,80.09
She shal no savour han therin but lite,She shal no savour han therin but lite,u S u Su S uS u Sx,10,u S u Su S uS u Sx,10,1,75.09
And trowe I wolde hir in my wil bigile.,And trowe I wolde hir in my wil bigile,u Sx u Sx u S u S uSx,10,u Sx u Sx u S u S uSx,10,1,75.80
For tendre wittes wenen al be wile,For tendre wittes wenen al be wile,u Su Su Su S u Sx,10,u Su Su Su S u Sx,10,1,83.36
Theras they can nat pleinly understonde;,Theras they can nat pleinly understonde,uS u S u Su SuSx,10,uS u S u Su SuSx,10,1,80.45
Forthi hir wit to serven wol I fonde”–,Forthi hir wit to serven wol I fonde,uS u S u Su S u Sx,10,uS u S u Su S u Sx,10,1,80.59
And loked on hir in a besy wise,And loked on hir in a besy wise,u Su S u S u Su Sx,10,u Su S u S u Su Sx,10,1,78.04
And she was war that he biheld hir so,And she was war that he biheld hir so,u S u S u S uS u S,10,u S u S u S uS u S,10,1,64.90
"And seide, “Lord! so faste ye m’avise!",And seide Lord so faste ye m avise,u Su S u Su S u Sx,10,u Su S u Su S  uSx,10,0,42.20
"Sey ye me never er now? what sey ye, no?”",Sey ye me never er now what sey ye no,u S x Sx u S u S u S,9,u S u S u S u S u S,10,0,45.40
"“Yes, yes,” quod he, “and bet wole er I go;",Yes yes quod he and bet wole er I go,u S u S u S u S u S,10,u S u S u S ux S u S,10,1,61.66
"But, by my trouthe, I thoughte now if ye",But by my trouthe I thoughte now if ye,u S u Sx u Su S u S,10,u S u Sx u Su S u S,10,1,61.71
"Be fortunat, for now men shal it see.",Be fortunat for now men shal it see,u SuS u S u S u S,10,u SuS u S u S u S,10,1,64.71
“For to every wight som goodly aventure,For to every wight som goodly aventure,u S ux S u Su SuS,10,u x Su S u Su SuSx,10,0,63.97
"Som time is shape, if he it can receiven;",Som time is shape if he it can receiven,u Sx u Sx u S u S uSu,11,u Sx u Sx u S u S uSx,10,0,48.57
And if that he wol take of it no cure,And if that he wol take of it no cure,u S u S u Sx u S u Sx,10,u S u S u Sx u S u Sx,10,1,60.60
"Whan that it cometh, but wilfully it weiven",Whan that it cometh but wilfully it weiven,u S u Sx u SuS u Su,11,u S u Sx u SuS u Sx,10,0,62.88
"Lo, neither cas nor fortune him deceiven",Lo neither cas nor fortune him deceiven,u Su S u Sux S uSu,11,u Su S u Sux S uSx,10,0,71.64
But right his verray slouthe and wrecchednesse;,But right his verray slouthe and wrecchednesse,u S u Su Sx u SuSx,10,u S u Su Sx u SuSx,10,1,85.17
"And swich a wight is for to blame, I gesse.",And swich a wight is for to blame I gesse,u S u S u S u Sx u Sx,10,u S u S u S u Sx u Sx,10,1,76.49
"“Good aventure, O bele nece, have ye",Good aventure O bele nece have ye,u SuSx u Su S u S,10,u SuSx u Su Sx ux S,10,1,56.95
"Ful lightly founden, and ye conne it take;",Ful lightly founden and ye conne it take,u Su Su S u Sx u Sx,10,u Su Su S u Sx u Sx,10,1,74.69
"And, for the love of God, and eek of me",And for the love of God and eek of me,u S u Sx u S u S u S,10,u S u Sx u S u S u S,10,1,74.01
"Cache it anoon, lest aventure slake.",Cache it anoon lest aventure slake,ux S uS u SuSu Sx,10,ux S uS u SuSu Sx,10,1,62.73
What sholde I lenger proces of it make?,What sholde I lenger proces of it make,u Sx u Su Su S u Sx,10,u Sx u Su Su S u Sx,10,1,67.59
"Yif me youre hond, for in this world is noon",Yif me youre hond for in this world is noon,u x ux S u S u S u S,9,u S ux S u S u S u S,10,0,67.71
"If that you list, a wight so wel begoon.",If that you list a wight so wel begoon,u S u S u S u S uS,10,u S u S u S u S uS,10,1,76.30
“And sith I speke of good entencioun,And sith I speke of good entencioun,u S u Sx u S uSuS,10,u S u Sx u S uSuS,10,1,82.57
As I to yow have told wel herbiforn,As I to yow have told wel herbiforn,u S u S ux S u SuS,10,u S u S ux S u SuS,10,1,62.10
And love as wel your honour and renoun,And love as wel your honour and renoun,u Sx u S u Su S uS,10,u Sx u S u Su S uS,10,1,73.34
As creature in al this world yborn;,As creature in al this world yborn,u SuSx u S u S uS,10,u SuSx u S u S uS,10,1,80.39
By al the othes that I have yow sworn,By al the othes that I have yow sworn,u S u Su S u Sx u S,10,u S u Su S u Sx u S,10,1,70.30
"And ye be wrooth therfore, or wene I lie",And ye be wrooth therfore or wene I lie,u S u S uSx u Sx u S,10,u S u S uSx u Sx u S,10,1,71.71
Ne shal I never seen yow eft with yё.,Ne shal I never seen yow eft with y,u S u Su S u S u S,10,u S u Su S u S u S,10,1,75.99
"“Beth nought agast, ne quaketh nat; wherto?",Beth nought agast ne quaketh nat wherto,u S uS u Su S uS,10,u S uS u Su S uS,10,1,78.49
Ne chaungeth nat for fere so your hewe;,Ne chaungeth nat for fere so your hewe,u Su S u Su S u Sx,10,u Su S u Su S u Sx,10,1,68.91
"For hardely, the werste of this is do;",For hardely the werste of this is do,u SuS u Sx u S u S,10,u SuS u Sx u S u S,10,1,71.08
And though my tale as now be to yow newe,And though my tale as now be to yow newe,u S u Sx u S u S u Sx,10,u S u Sx u S u S u Sx,10,1,60.70
"Yet trist alwey, ye shal me finde trewe;",Yet trist alwey ye shal me finde trewe,u S uS u S u Su Sx,10,u S uS u S u Su Sx,10,1,62.54
And were it thing that me thoughte unsittinge,And were it thing that me thoughte unsittinge,u Sx u S u S u SuSx,10,u Sx u S u S ux SuSx,10,1,64.80
To yow wolde I no swiche tales bringe.”,To yow wolde I no swiche tales bringe,u S ux S u Su Su Sx,10,u S ux S u Su Su Sx,10,1,58.97
"“Now, my good eem, for Goddes love, I preie,”",Now my good eem for Goddes love I preie,u S u S u Su Sx u S,10,u S u S u Su Sx u S,10,1,70.61
"Quod she, “com of, and tel me what it is;",Quod she com of and tel me what it is,u S u S u S u S u S,10,u S u S u S u S u S,10,1,58.52
For bothe I am agast what ye wol seye,For bothe I am agast what ye wol seye,u Sx u S uS u S u S,10,u Sx u S uS u S u S,10,1,64.48
"And eek me longeth it to wite, y-wis.",And eek me longeth it to wite ywis,u S u Su S u Sx uS,10,u S u Su S u Sx uS,10,1,75.26
For whether it be wel or be amis,For whether it be wel or be amis,u Su S u S u S uS,10,u Su S u S u S uS,10,1,67.86
"Sey on, lat me not in this fere dwelle.”",Sey on lat me not in this fere dwelle,u S u S u S u Su Sx,10,u S u S u S u Su Sx,10,1,52.43
"“So wol I doon, now herkneth, I shal telle:",So wol I doon now herkneth I shal telle,u S u S u Su S u Sx,10,u S u S u Su S u Sx,10,1,65.24
"“Now, nece min, the kinges dere sone",Now nece min the kinges dere sone,u Su S u Su Su Sx,10,u Su S u Su Su Sx,10,1,67.16
"The goode, wise, worthy, fresshe, and free",The goode wise worthy fresshe and free,u Su Su Su Sx u S,10,u Su Su Su Sx u S,10,1,70.03
Which alwey for to do wel is his wone,Which alwey for to do wel is his wone,u Su S u S u S u Sx,10,u Su S u S u S u Sx,10,1,48.90
"The noble Troilus, so loveth thee",The noble Troilus so loveth thee,u Su SuS u Su S,10,u Su SuS u Su S,10,1,84.31
"That, bot ye helpe, it wol his bane be.",That bot ye helpe it wol his bane be,u S u Sx u S u Su S,10,u S u Sx u S u Su S,10,1,76.25
"Lo, here is al, what sholde I more seye?",Lo here is al what sholde I more seye,u Sx u S u Sx u Su S,10,u Sx u S u Sx u Su S,10,1,67.13
"Doth what yow list, to make him live or deie.",Doth what yow list to make him live or deie,u S u S u Sx u Sx u S,10,u S u S u Sx u Sx u S,10,1,70.55
"“But if ye lete him deye, I wol sterve;",But if ye lete him deye I wol sterve,u S u S u Su S u Sx,10,u S u Su S u S u Sx,10,0,43.07
"Have here my trouthe, nece, I nil not lien;",Have here my trouthe nece I nil not lien,ux Sx u Su S Su u S uS,12,ux Sx u Sx ux S u S uS,10,0,53.15
Al sholde I with this knif my throte kerve.”,Al sholde I with this knif my throte kerve,u Sx u S u S u Su Sx,10,u Sx u S u S u Su Sx,10,1,70.33
With that the teres breste out of his yёn,With that the teres breste out of his yn,u S u Su Sx u S u S,10,u S u Su Sx u S u S,10,1,68.63
"And seide, “If that ye doon us bothe dyen",And seide If that ye doon us bothe dyen,u Sx u S u S u Su Sx,10,u Sx u S u S u Sx uS,10,0,56.52
"Thus giltelees, than have ye fisshed faire;",Thus giltelees than have ye fisshed faire,u SuS u Sx u Su Sx,10,u SuS u Sx u Su Sx,10,1,70.80
"What mende ye, though that we bothe apeire?",What mende ye though that we bothe apeire,u Su S u S u Sx uSx,10,u Su S u S u Sx uSx,10,1,60.23
“Allas! he which that is my lord so dere,Allas he which that is my lord so dere,uS u S u S u S u Sx,10,uS u S u S u S u Sx,10,1,75.38
"That trewe man, that noble gentil knight",That trewe man that noble gentil knight,u Su S u Su Su S,10,u Su S u Su Su S,10,1,69.80
That nought desireth but your frendly chere,That nought desireth but your frendly chere,u S uSu S u Su Sx,10,u S uSu S u Su Sx,10,1,74.87
"I see him deye, ther he goth upright",I see him deye ther he goth upright,u S u Su S u S uS,10,S u S u S u S uS,9,0,44.65
"And hasteth him, with al his fulle might",And hasteth him with al his fulle might,u Su S u S u Su S,10,u Su S u S u Su S,10,1,74.26
